FAMILIES, ORIGINAL NAMES,PLANT HABIT,POLLEN HABIT,PROPOSED NAMES,HABIT
*SCHIZAEACEAE,Lygodium microphylum,FL,Sp,Lygodium microphyllum,climbing fern mostly 6-10 m long
*SCHIZAEACEAE,Lygodium smithianum,FL,Sp,Lygodium smithianum ,climbing fern to 10 m long
*SCHIZAEACEAE,Mohria,F,Sp,Mohria-type,terrestrial ferns
*SCHIZAEACEAE,Mohria-type,F,Sp,Mohria-type,terrestrial ferns
*SCHIZAEACEAE,SpMohria,F,Sp,Mohria-type,terrestrial ferns
*SCHIZAEACEAE,Schizaea-type,F,Sp,Schizaea,terrestrial ferns
*SCHIZAEACEAE,Schizea confusa,F,Sp,Schizaea confusa-type,terrestrial ferns
*SCHIZAEACEAE,Schizea confusa-type,F,Sp,Schizaea confusa-type,terrestrial ferns
*SCHIZAEACEAE,Schizeaceae undiff.,F,Sp,Schizaeaceae undiff.,terrestrial ferns
*THELYPTERIDACEAE,Cyclosorus,F,Sp,Cyclosorus-type,terrestrial ferns
*THELYPTERIDACEAE,T. Cyclosorus afer,F,Sp,Cyclosorus-type afer,terrestrial ferns
*THELYPTERIDACEAE,Cyclosorus striatus-type,F,Sp,Cyclosorus-type striatus,terrestrial ferns
*THELYPTERIDACEAE,Cyclosorus-type striatus,F,Sp,Cyclosorus-type striatus,terrestrial ferns
*THELYPTERIDACEAE,T. Cyclosorus striatus,F,Sp,Cyclosorus-type striatus,terrestrial ferns
*THELYPTERIDACEAE,Thelypteris,F,Sp,Thelypteris,terrestrial ferns
*THELYPTERIDACEAE,Thelypteris totta,F,Sp,Thelypteris totta,terrestrial ferns
*WOODSIACEAE ,Cystopteris,F,Sp,Cystopteris,"small to medium-sized ferns, terrestrial or often growing on rocks"
ABIETACEAE,Abies,T,A,Abies,trees up to 20 m high
ABIETACEAE,Abies undiff.,T,A,Abies,trees up to 20 m high
ABIETACEAE,Picea,T,A,Picea,tree
ABIETACEAE,Picae cf. Orientalis,T,A,Picea orientalis-type,tree
ACANTHACEAE,Acanthaceae,HS(TL),I,Acanthaceae undiff.,"herbs or suffrutices, shrubs, more rarely small trees or lianes"
ACANTHACEAE,Acanthaceae diporate,HS(TL),I,Acanthaceae undiff.,"herbs or suffrutices, shrubs, more rarely small trees or lianes"
ACANTHACEAE,Acanthaceae prolate,HS(TL),I,Acanthaceae undiff.,"herbs or suffrutices, shrubs, more rarely small trees or lianes"
ACANTHACEAE,Acanthaceae triangular,HS(TL),I,Acanthaceae undiff.,"herbs or suffrutices, shrubs, more rarely small trees or lianes"
ACANTHACEAE,Acanthaceae undiff.,HS(TL),I,Acanthaceae undiff.,"herbs or suffrutices, shrubs, more rarely small trees or lianes"
ACANTHACEAE,Adathoda,HS(TL),I,Acanthaceae undiff.,"herbs or suffrutices, shrubs, more rarely small trees or lianes"
ACANTHACEAE,Macrorungia,HS(TL),I,Acanthaceae undiff.,"herbs or suffrutices, shrubs, more rarely small trees or lianes"
ACANTHACEAE,other Acanthaceae,HS(TL),I,Acanthaceae undiff.,"herbs or suffrutices, shrubs, more rarely small trees or lianes"
ACANTHACEAE,Acanthus/Blepharis,HST,I,Acanthus/Blepharis,"herbs, shrubs or small trees"
ACANTHACEAE,type Acanthus/Blepharis,HST,I,Acanthus/Blepharis,"herbs, shrubs or small trees"
ACANTHACEAE,Acanthus,HST,I,Acanthus-type,"herbs, shrubs or small trees"
ACANTHACEAE,Acanthus sim.,HST,I,Acanthus-type,"herbs, shrubs or small trees"
ACANTHACEAE,Acanthus-type,HST,I,Acanthus-type,"herbs, shrubs or small trees"
ACANTHACEAE,Acanthus pubescens,S,A,Acanthus-type pubescens,"evergreen shrub, 2-6 m tall"
ACANTHACEAE,Anisotes,ST,A,Anisotes,shrubs or small trees
ACANTHACEAE,Anisotes sim.,ST,A,Anisotes,shrubs or small trees
ACANTHACEAE,Asystasia,HS(L),I,Asystasia,"annual or perennial often woody herbs or shrubs, sometimes climbing "
ACANTHACEAE,Asystasia comorendeliana,H(L),N,Asystasia gangetica-type,"straggling,creeping or climbing perennial herb, 0.4-3.0 m tall or long"
ACANTHACEAE,Asystasia gangetica,H(L),N,Asystasia gangetica-type,"straggling,creeping or climbing perennial herb, 0.4-3.0 m tall or long"
ACANTHACEAE,Asystasia gangetica-type,H(L),N,Asystasia gangetica-type,"straggling,creeping or climbing perennial herb, 0.4-3.0 m tall or long"
ACANTHACEAE,Asystasia-type gangetica,H(L),N,Asystasia gangetica-type,"straggling,creeping or climbing perennial herb, 0.4-3.0 m tall or long"
ACANTHACEAE,Barleria,HSL,I,Barleria,"herbs or shrubs, often very spiny, or lianas"
ACANTHACEAE,Barleria ?,HSL,I,Barleria,"herbs or shrubs, often very spiny, or lianas"
ACANTHACEAE,cf. Barleria,HSL,I,Barleria,"herbs or shrubs, often very spiny, or lianas"
ACANTHACEAE,Blepharis,H,N,Blepharis-type,
ACANTHACEAE,Blepharis cf.,H,N,Blepharis-type,erect or prostrate annual or perennial herbs or subshrubs
ACANTHACEAE,Blepharis sp.,H,N,Blepharis-type,erect or prostrate annual or perennial herbs or subshrubs
ACANTHACEAE,Blepharis type,H,N,Blepharis-type,erect or prostrate annual or perennial herbs or subshrubs
ACANTHACEAE,Blepharis-type,H,N,Blepharis-type,erect or prostrate annual or perennial herbs or subshrubs
ACANTHACEAE,type Blepharis,H,N,Blepharis-type,erect or prostrate annual or perennial herbs or subshrubs
ACANTHACEAE,Brachystephanus,,N,Brachystephanus,"herbs often creeping, undershrubs"
ACANTHACEAE,Brillantaisia,H(ST),I,Brillantaisia,erect perennial herbs to 3 m high or more rarely shrubs/small trees up to 7 m high
ACANTHACEAE,Brillantasia,H(ST),I,Brillantaisia,erect perennial herbs to 3 m high or more rarely shrubs/small trees up to 7 m high
ACANTHACEAE,type Brillantaisia,H(ST),I,Brillantaisia,erect perennial herbs to 3 m high or more rarely shrubs/small trees up to 7 m high
ACANTHACEAE,Crossandra,H,N,Crossandra,perennial herbs or subshrubs
ACANTHACEAE,Cf Dicliptera/Hypoestes,H(SL),I,Dicliptera/Hypoestes,"herbs, shrubs, climbers"
ACANTHACEAE,Hypoestes/Dicliptera,H(SL),I,Dicliptera/Hypoestes,"herbs, shrubs, climbers"
ACANTHACEAE,Dicliptera,H,N,Dicliptera-type,erect or straggling herbs
ACANTHACEAE,Disperma,S(L),AL,Duosperma,erect or climbing shrubs
ACANTHACEAE,Disperma-type,S(L),AL,Duosperma,erect or climbing shrubs
ACANTHACEAE,type Disperma,S(L),AL,Duosperma,erect or climbing shrubs
ACANTHACEAE,Dischoriste,H(S),I,Dyschoriste-type,"herbs or subshrubs, or shrubs"
ACANTHACEAE,Dischoriste-type,H(S),I,Dyschoriste-type,"herbs or subshrubs, or shrubs"
ACANTHACEAE,Dyschoriste,H(S),I,Dyschoriste-type,"herbs or subshrubs, or shrubs"
ACANTHACEAE,Dyschoriste-type,H(S),I,Dyschoriste-type,"herbs or subshrubs, or shrubs"
ACANTHACEAE,type Dischoriste,H(S),I,Dyschoriste-type,"herbs or subshrubs, or shrubs"
ACANTHACEAE,type Dyschoriste,H(S),I,Dyschoriste-type,"herbs or subshrubs, or shrubs"
ACANTHACEAE,Ecbolium,HS,I,Ecbolium,erect herbs or shrubs up to 3-4 m tall
ACANTHACEAE,Ecbolium-type,HS,I,Ecbolium,erect herbs or shrubs up to 3-4 m tall
ACANTHACEAE,Hygrophila,H,N,Hygrophila,annual or perennial herbs
ACANTHACEAE,Hygrophila-type,H,N,Hygrophila,annual or perennial herbs
ACANTHACEAE,Hygrophyla,H,N,Hygrophila,annual or perennial herbs
ACANTHACEAE,Hygrophylla,H,N,Hygrophila,annual or perennial herbs
ACANTHACEAE,Hygrophylla-type,H,N,Hygrophila,annual or perennial herbs
ACANTHACEAE,Hygrophila abyssinica-type,H,N,Hygrophila abyssinica-type,straggling herb
ACANTHACEAE,Hygrophylla cf. abyssinica,H,N,Hygrophila abyssinica-type,straggling herb
ACANTHACEAE,Peristrophe/Hypoestes,H(SL),I,Hypoestes/Peristrophe,"herbs, shrubs, climbers"
ACANTHACEAE,type Hypoestes/Peristrophe,H(SL),I,Hypoestes/Peristrophe,"herbs, shrubs, climbers"
ACANTHACEAE,cf. Hypoestes,H(SL),I,Hypoestes-type,"erect or straggling herbs, more rarely small shrubs or climbers (1-2 m tall)"
ACANTHACEAE,Hypoeste -type,H(SL),I,Hypoestes-type,"erect or straggling herbs, more rarely small shrubs or climbers (1-2 m tall)"
ACANTHACEAE,Hypoestes,H(SL),I,Hypoestes-type,"erect or straggling herbs, more rarely small shrubs or climbers (1-2 m tall)"
ACANTHACEAE,Hypoestes sp.,H(SL),I,Hypoestes-type,"erect or straggling herbs, more rarely small shrubs or climbers (1-2 m tall)"
ACANTHACEAE,Hypoestes type,H(SL),I,Hypoestes-type,"erect or straggling herbs, more rarely small shrubs or climbers (1-2 m tall)"
ACANTHACEAE,Hypoestes-type,H(SL),I,Hypoestes-type,"erect or straggling herbs, more rarely small shrubs or climbers (1-2 m tall)"
ACANTHACEAE,type Hypoestes,H(SL),I,Hypoestes-type,"erect or straggling herbs, more rarely small shrubs or climbers (1-2 m tall)"
ACANTHACEAE,HYPOESTES* ARISTATA,,N,Hypoestes-type aristata,
ACANTHACEAE,Isoglosa,HS,I,Isoglossa,herbs or shrubs to 3 m tall
ACANTHACEAE,Isoglossa,HS,I,Isoglossa,herbs or shrubs to 3 m tall
ACANTHACEAE,Justicia anselliana,H,N,Justicia anselliana-type,"rhizomatous perennial herb with ascending stems, 3-0.5 (-1) m high or long"
ACANTHACEAE,Justicia anselliana-type,H,N,Justicia anselliana-type,"rhizomatous perennial herb with ascending stems, 3-0.5 (-1) m high or long"
ACANTHACEAE,Justicia cf. anselliana,H,N,Justicia anselliana-type,"rhizomatous perennial herb with ascending stems, 3-0.5 (-1) m high or long"
ACANTHACEAE,Justicia-type anselliana,H,N,Justicia anselliana-type,"rhizomatous perennial herb with ascending stems, 3-0.5 (-1) m high or long"
ACANTHACEAE,Justitia type anselliana,H,N,Justicia anselliana-type,"rhizomatous perennial herb with ascending stems, 3-0.5 (-1) m high or long"
ACANTHACEAE,type Justicia anselliana,H,N,Justicia anselliana-type,"rhizomatous perennial herb with ascending stems, 3-0.5 (-1) m high or long"
ACANTHACEAE,Justicia type exigua,H,N,Justicia exigua-type,"creeping annual or perennial herb, rarely erect"
ACANTHACEAE,Justicia striata-type,H,N,Justicia striata-type,"pubescent herb, with ascending stems, 0.3-1 (-1.8) m high or long"
ACANTHACEAE,Justitia striata-type,H,N,Justicia striata-type,"pubescent herb, with ascending stems, 0.3-1 (-1.8) m high or long"
ACANTHACEAE,Justicia/Monechma,H(S),I,Justicia/Monechma,"mainly herbs or subshrubs, sometimes shrubs"
ACANTHACEAE,Jusicia,H(S),I,Justicia-type,"herbs, sometimes shrubs"
ACANTHACEAE,Justicia,H(S),I,Justicia-type,"herbs, sometimes shrubs"
ACANTHACEAE,Justicia 2-porate,H(S),I,Justicia-type,"herbs, sometimes shrubs"
ACANTHACEAE,Justicia 3-porate,H(S),I,Justicia-type,"herbs, sometimes shrubs"
ACANTHACEAE,Justicia type,H(S),I,Justicia-type,"herbs, sometimes shrubs"
ACANTHACEAE,Justicia-type,H(S),I,Justicia-type,"herbs, sometimes shrubs"
ACANTHACEAE,Justitia,H(S),I,Justicia-type,"herbs, sometimes shrubs"
ACANTHACEAE,Justitia-type,H(S),I,Justicia-type,"herbs, sometimes shrubs"
ACANTHACEAE,type Anisostachys,H(S),I,Justicia-type,"herbs, sometimes shrubs"
ACANTHACEAE,Justicia betonica-type,H,N,Justicia-type betonica,erect or trailing herb from a woody rootstock
ACANTHACEAE,Justicia-type betonica,H,N,Justicia-type betonica,erect or trailing herb from a woody rootstock
ACANTHACEAE,Justicia caerulea-type,H,N,Justicia-type caerulea,"erect, pubescent woody herb"
ACANTHACEAE,Justicia type caerulea/flava,H,N,Justicia-type caerulea,"erect, pubescent woody herb"
ACANTHACEAE,Justicia cf. flava,H,N,Justicia-type flava,"trailing or erect, pubescent woody herb, 0.3-3 (-4) m high or long"
ACANTHACEAE,Justicia flava,H,N,Justicia-type flava,"trailing or erect, pubescent woody herb, 0.3-3 (-4) m high or long"
ACANTHACEAE,Justicia flava-type,H,N,Justicia-type flava,"trailing or erect, pubescent woody herb, 0.3-3 (-4) m high or long"
ACANTHACEAE,Justicia type flava,H,N,Justicia-type flava,"trailing or erect, pubescent woody herb, 0.3-3 (-4) m high or long"
ACANTHACEAE,Justicia-type flava,H,N,Justicia-type flava,"trailing or erect, pubescent woody herb, 0.3-3 (-4) m high or long"
ACANTHACEAE,Justitia flava-type,H,N,Justicia-type flava,"trailing or erect, pubescent woody herb, 0.3-3 (-4) m high or long"
ACANTHACEAE,Justicia insularis,H,N,Justicia-type insularis,"herb, 30-90 cm high"
ACANTHACEAE,Justicia odora,S,A,Justicia-type odora,erect shrub
ACANTHACEAE,Justicia odora-type,S,A,Justicia-type odora,erect shrub
ACANTHACEAE,Justicia type fischeri/odora,S,A,Justicia-type odora,erect shrub
ACANTHACEAE,Justicia type fisheri/odora,S,A,Justicia-type odora,erect shrub
ACANTHACEAE,Justicia type odora,S,A,Justicia-type odora,erect shrub
ACANTHACEAE,Justicia-type odora,S,A,Justicia-type odora,erect shrub
ACANTHACEAE,Justitia type odora,S,A,Justicia-type odora,erect shrub
ACANTHACEAE,type Justicia odora,S,A,Justicia-type odora,erect shrub
ACANTHACEAE,Adathoda cf. A. schimperiana,S,A,Justicia-type schimperiana,shrub
ACANTHACEAE,type Leandriella,,N,Leandriella-type,
ACANTHACEAE,Lepidagathis,H,N,Lepidagathis,perennial herbs or subshrubs
ACANTHACEAE,Mellera-type,HS,I,Mellera-type,herbs or small shrubs up to 3 m tall
ACANTHACEAE,Mendocia,L(NL),L,Mendoncia,"mainly lianas, rarely herbaceous climbers"
ACANTHACEAE,Mendoncia,L(NL),L,Mendoncia,"mainly lianas, rarely herbaceous climbers"
ACANTHACEAE,type Mendoncia,L(NL),L,Mendoncia,"mainly lianas, rarely herbaceous climbers"
ACANTHACEAE,Mimulopsis,HST,I,Mimulopsis-type,"trees, shrubs or herbs, sometimes climbing"
ACANTHACEAE,Mimulopsis-type,HST,I,Mimulopsis-type,"trees, shrubs or herbs, sometimes climbing"
ACANTHACEAE,type Mimulopsis,HST,I,Mimulopsis-type,"trees, shrubs or herbs, sometimes climbing"
ACANTHACEAE,Monechma,H(S),I,Monechma-type,"mainly herbs or subshrubs, rarely shrubs"
ACANTHACEAE,Monechma ciliata,H,N,Monechma-type ciliatum,"herb, 30-60 cm high"
ACANTHACEAE,Monechma ciliatum,H,N,Monechma-type ciliatum,"herb, 30-60 cm high"
ACANTHACEAE,Nelsonia,H,N,Nelsonia canescens,prostrate herb
ACANTHACEAE,type Neuracanthus,H,N,Neuracanthus-type,perennial herbs or subshrubs 60 cm high
ACANTHACEAE,Peristrophe,H,N,Peristrophe-type,herbs
ACANTHACEAE,Peristrophe-type,H,N,Peristrophe-type,herbs
ACANTHACEAE,Peristrophe bicalycina,H,N,Peristrophe-type paniculata,much branched herb to 2 m tall
ACANTHACEAE,Peristrophe bicalyculata,H,N,Peristrophe-type paniculata,much branched herb to 2 m tall
ACANTHACEAE,Phaulopsis-type,H,N,Phaulopsis-type,herbs
ACANTHACEAE,Phaylopsis,H,N,Phaulopsis-type,herbs
ACANTHACEAE,Phaulopsis-type imbricata,H,N,Phaulopsis-type imbricata,herb
ACANTHACEAE,Pseuderanthemum,HS,I,Pseuderanthemum,perennial herbs or shrubs
ACANTHACEAE,Ruellia,HS,I,Ruellia,much-branched erect or creeping herbs or shrubs
ACANTHACEAE,type Ruellia,HS,I,Ruellia,much-branched erect or creeping herbs or shrubs
ACANTHACEAE,Ruttya,S,A,Ruttya-type,shrubs
ACANTHACEAE,Ruttya-type,S,A,Ruttya-type,shrubs
ACANTHACEAE,Staurogyne,H,N,Staurogyne,erect or creeping herbs
ACANTHACEAE,Thomandersia,ST,A,Thomandersia,shrubs or small trees up to 5 m high
ACANTHACEAE,Thunbergia,H(SL),I,Thunbergia,"annual or perennial herbs, or shrubs or lianes"
ACANTHACEAE,Jusicia flava,H,N,Justicia-type flava,"trailing or erect, pubescent woody herb, 0.3-3 (-4) m high or long"
ACERACEAE,Acer,T,A,Acer,trees
AGAVACEAE,Agavaceae,HT,I,Agavaceae undiff.,large herbs or trees
AIZOACEAE,Aiozoaceae large,H(S),I,Aizoaceae undiff.,"herbs, rarely shrubs, sometimes slightly succulent"
AIZOACEAE,Aiozoaceae small,H(S),I,Aizoaceae undiff.,"herbs, rarely shrubs, sometimes slightly succulent"
AIZOACEAE,Aizoaceae,H(S),I,Aizoaceae undiff.,"herbs, rarely shrubs, sometimes slightly succulent"
AIZOACEAE,Aizoaceae undiff.,H(S),I,Aizoaceae undiff.,"herbs, rarely shrubs, sometimes slightly succulent"
AIZOACEAE,Aizoaceae/Ficoidaceae,H(S),I,Aizoaceae undiff.,"herbs, rarely shrubs, sometimes slightly succulent"
AIZOACEAE,Aizoaceae-type,H(S),I,Aizoaceae undiff.,"herbs, rarely shrubs, sometimes slightly succulent"
AIZOACEAE,Mesanbryanthemaceae,H(S),I,Aizoaceae undiff.,"herbs, rarely shrubs, sometimes slightly succulent"
AIZOACEAE,Mesembryanthemaceae,H(S),I,Aizoaceae undiff.,"herbs, rarely shrubs, sometimes slightly succulent"
AIZOACEAE,Mollugaceae,H(S),I,Aizoaceae undiff.,"herbs, rarely shrubs, sometimes slightly succulent"
AIZOACEAE,Molluginaceae,H(S),I,Aizoaceae undiff.,"herbs, rarely shrubs, sometimes slightly succulent"
AIZOACEAE,Aizoon canariense,H,N,Aizoon canariense-type,prostrate annual or perennial herb
AIZOACEAE,Aizoon canarienses,H,N,Aizoon canariense-type,prostrate annual or perennial herb
AIZOACEAE,type Corbichonia/Trianthema,H,N,Corbichonia decumbens/Trianthema,herbs
AIZOACEAE,Corbichonia,H,N,Corbichonia-type decumbens,erect herb up to 45 cm tall
AIZOACEAE,Corbichonia-type decumbens,H,N,Corbichonia-type decumbens,erect herb up to 45 cm tall
AIZOACEAE,Corbiconia,H,N,Corbichonia-type decumbens,erect herb up to 45 cm tall
AIZOACEAE,Drosanthenum-type,H,N,Drosanthemum-type,evrgreen creeping plant
AIZOACEAE,Gisekia,H,N,Gisekia,prostrate or ascending to erect ephemeral or short-lived perennial herbs
AIZOACEAE,cf. Gisekia pharnacioides,H,N,Gisekia pharnacioides-type ,"prostrate or ascending to erect ephemeral or short-lived perennial herb, stems up to 0.7 m long"
AIZOACEAE,Gisekia pharmacoides,H,N,Gisekia pharnacioides-type ,"prostrate or ascending to erect ephemeral or short-lived perennial herb, stems up to 0.7 m long"
AIZOACEAE,Gisekia pharna,H,N,Gisekia pharnacioides-type ,"prostrate or ascending to erect ephemeral or short-lived perennial herb, stems up to 0.7 m long"
AIZOACEAE,Glinus,H,N,Glinus,"annual or short-lived perennial herbs, often prostrate"
AIZOACEAE,Limeum,H(S),I,Limeum,"herbs or subshrubs, rarely shrubs"
AIZOACEAE,Lineum cf. viscosum,H,N,Limeum viscosum-type,annual or short-lived perennial herb
AIZOACEAE,Mesambryanthenum,H,N,Mesembryanthemum,annual or perennial herbs
AIZOACEAE,Mesembryanthenum-type,H,N,Mesembryanthemum,annual or perennial herbs
AIZOACEAE,Mollugo,H,N,Mollugo,perennial herbs
AIZOACEAE,Psilocaulon-type,H,N,Psilocaulon-type,succulent herbs or subshrubs
AIZOACEAE,Ruschia,H,N,Ruschia,succulent herbs or subshrubs
AIZOACEAE,Ruschia-type,H,N,Ruschia,succulent herbs or subshrubs
AIZOACEAE,Sesuvium,H,N,Sesuvium,succulent herbs or subshrubs
AIZOACEAE,Sesuvium sp.,H,N,Sesuvium,succulent herbs or subshrubs
AIZOACEAE,Telephium,H,N,Telephium oligospermum,"perennial herb with procubent or ascending stems, 30-50 cm long"
AIZOACEAE,Telephum,H,N,Telephium oligospermum,"perennial herb with procubent or ascending stems, 30-50 cm long"
AIZOACEAE,Trianthema,H,N,Trianthema-type,annual or short-lived perennial herbs
AIZOACEAE,Trianthema-type,H,N,Trianthema-type,annual or short-lived perennial herbs
AIZOACEAE,Trianthema portulacastrum,H,N,Trianthema-type portulacastrum,annual succulent herb
AIZOACEAE,Trianthema pentandra,H,N,Zaleya-type pentandra,"prostrate or procumbent, rarely erect, herb"
AIZOACEAE,Trianthema-type pentandra,H,N,Zaleya-type pentandra,"prostrate or procumbent, rarely erect, herb"
AIZOACEAE,Zaleya-type,H,N,Zaleya-type pentandra,"prostrate or procumbent, rarely erect, herb"
AIZOACEAE/CARYOPHYLLACEAE,Illecebraceae,H(S),I,Aizoaceae/Caryophyllaceae undiff.,"herbs, rarely shrubs"
ALANGIACEAE,Alangium,ST,A,Alangium,trees or shrubs
ALANGIACEAE,Alangium chinense,T,A,Alangium chinense,"deciduous moderate-sized to large tree, 9-24 m tall"
ALISMATACEAE,Alisma,Ha,Nq,Alisma plantago-aquatica,perennial marsh herb
ALISMATACEAE,Alisma comp.,Ha,Nq,Alisma plantago-aquatica,perennial marsh herb
ALISMATACEAE,Alisma plantago-aquatica,Ha,Nq,Alisma plantago-aquatica,perennial marsh herb
ALISMATACEAE,Alisma-type plantago-aquatica,Ha,Nq,Alisma plantago-aquatica,perennial marsh herb
ALISMATACEAE,Alismataceae,Ha,Nq,Alismataceae undiff.,"perennial, rarely annual, aquatic or marsh herbs"
ALISMATACEAE,Burnatia,Ha,Nq,Burnatia enneandra,perennial aquatic or marsh herbs
ALISMATACEAE,Burnatia enneandra,Ha,Nq,Burnatia enneandra,perennial aquatic or marsh herbs
ALISMATACEAE,Burnatia-type enneandra,Ha,Nq,Burnatia enneandra,perennial aquatic or marsh herbs
ALISMATACEAE,Limnophyton,Ha,Nq,Limnophyton-type,annual or perennial aquatic or marsh herbs
ALISMATACEAE,Limnophyton-type,Ha,Nq,Limnophyton-type,annual or perennial aquatic or marsh herbs
ALISMATACEAE,Limnophyton-type obtusifolium,Ha,Nq,Limnophyton-type obtusifolium,perennial aquatic or marsh herb
ALISMATACEAE,Ranalisma humile,Ha,Nq,Ranalisma-type humile,small aquatic herb 1-2 in. high in mud or up to 6 in. if growing in water
ALISMATACEAE,Sagittaria,Ha,Nq,Sagittaria-type guayanensis,aquatic herb with floating leaves
ALLIACEAE,Allium,H,N,Allium,herbs with bulbs
ALLIACEAE,Allium-type,H,N,Allium,herbs with bulbs
ALLIACEAE,Tulbaghia-type,H,N,Tulbaghia,perennial rhizomatous herbs
ALOACEAE,Aloe,H(ST),I,Aloe-type,"perennial herbs with succulent leaves, sometimes developing into shrubs or even trees."
ALOACEAE,Aloe type,H(ST),I,Aloe-type,"perennial herbs with succulent leaves, sometimes developing into shrubs or even trees."
ALOACEAE,Aloe-type,H(ST),I,Aloe-type,"perennial herbs with succulent leaves, sometimes developing into shrubs or even trees."
ALOACEAE,cf. Aloe,H(ST),I,Aloe-type,"perennial herbs with succulent leaves, sometimes developing into shrubs or even trees."
AMARANTHACEAE,Achyranthes,H(a),N,Achyranthes-type,"herbs,rarely aquatic (A. aquatica)"
AMARANTHACEAE,Achyranthes-type,H(a),N,Achyranthes-type,"herbs,rarely aquatic (A. aquatica)"
AMARANTHACEAE,cf Achyrantes,H(a),N,Achyranthes-type,"herbs,rarely aquatic (A. aquatica)"
AMARANTHACEAE,Cf Achyranthes,H(a),N,Achyranthes-type,"herbs,rarely aquatic (A. aquatica)"
AMARANTHACEAE,type Achyranthes,H(a),N,Achyranthes-type,"herbs,rarely aquatic (A. aquatica)"
AMARANTHACEAE,Achyranthes aspera,H,N,Achyranthes-type aspera,"perennial herb, sometimes woody and somewhat suffrutescent, 0.2-2 m"
AMARANTHACEAE,Achyranthes aspera-type,H,N,Achyranthes-type aspera,"perennial herb, sometimes woody and somewhat suffrutescent, 0.2-2 m"
AMARANTHACEAE,Achyranthes cf. A. aspera,H,N,Achyranthes-type aspera,"perennial herb, sometimes woody and somewhat suffrutescent, 0.2-2 m"
AMARANTHACEAE,Achyranthes-type aspera,H,N,Achyranthes-type aspera,"perennial herb, sometimes woody and somewhat suffrutescent, 0.2-2 m"
AMARANTHACEAE,type Achyranthes cf. aspera,H,N,Achyranthes-type aspera,"perennial herb, sometimes woody and somewhat suffrutescent, 0.2-2 m"
AMARANTHACEAE,Aerva,H,N,Aerva-type,perennial herbs
AMARANTHACEAE,Aerva-type,H,N,Aerva-type,perennial herbs
AMARANTHACEAE,type Aerva,H,N,Aerva-type,perennial herbs
AMARANTHACEAE,Aerva cf. persica,H,N,Aerva-type javanica,"herb frequently shrubby or growing in erect clumps, 0.3-1.5 m tall"
AMARANTHACEAE,Aerva javanica,H,N,Aerva-type javanica,"herb frequently shrubby or growing in erect clumps, 0.3-1.5 m tall"
AMARANTHACEAE,Aerva javanica-type,H,N,Aerva-type javanica,"herb frequently shrubby or growing in erect clumps, 0.3-1.5 m tall"
AMARANTHACEAE,Aerva persica,H,N,Aerva-type javanica,"herb frequently shrubby or growing in erect clumps, 0.3-1.5 m tall"
AMARANTHACEAE,Aerva-type javanica,H,N,Aerva-type javanica,"herb frequently shrubby or growing in erect clumps, 0.3-1.5 m tall"
AMARANTHACEAE,cf Aerva javanica,H,N,Aerva-type javanica,"herb frequently shrubby or growing in erect clumps, 0.3-1.5 m tall"
AMARANTHACEAE,Cf Aerva javanica,H,N,Aerva-type javanica,"herb frequently shrubby or growing in erect clumps, 0.3-1.5 m tall"
AMARANTHACEAE,Cf Aerva javanica,H,N,Aerva-type javanica,"herb frequently shrubby or growing in erect clumps, 0.3-1.5 m tall"
AMARANTHACEAE,Aerva lanata,H,N,Aerva-type lanata,perennial herb 0.3-2 m tall
AMARANTHACEAE,Aerva lanata-type,H,N,Aerva-type lanata,perennial herb 0.3-2 m tall
